Fecha,Año,Tienda,Categoría,Cantidad,Costo_Unitario,Costo_Total,Precio_Venta_Unitario,Ingreso_Total,Ganancia_Neta,Cluster_Venta
2024-01-15,2024.0,Jardín Express,Rosas,2.0,18.24,36.48,30.47,60.94,24.46,0
2024-06-05,2024.0,EcoFlores Norte,Tulipanes,15.0,20.48,307.2,27.56,413.4,106.2,1
2025-10-09,2025.0,Florería Central,Orquídeas,31.0,40.6,1258.6,59.63,1848.53,589.93,2
2024-09-17,2024.0,EcoFlores Norte,Rosas,15.0,20.26,303.9,33.16,497.4,193.5,0
2024-06-05,2024.0,Portal de las Flores,Rosas,19.0,20.07,381.33,30.84,585.96,204.63,0
2024-02-16,2024.0,Portal de las Flores,Girasoles,18.0,15.69,282.42,20.8,374.4,91.98,1
2024-11-19,2024.0,Portal de las Flores,Girasoles,11.0,13.33,146.63,23.32,256.52,109.89,1
2025-11-15,2025.0,Jardín Express,Rosas,14.0,18.82,263.48,26.87,376.18,112.7,0
2024-05-09,2024.0,EcoFlores Norte,Girasoles,23.0,15.47,355.81,24.3,558.9,203.09,1
2025-02-14,2025.0,Florería Central,Orquídeas,41.0,41.05,1683.05,65.04,2666.64,983.59,2
2024-04-04,2024.0,Florería Central,Rosas,42.0,18.19,763.98,24.42,1025.64,261.66,0
2025-09-18,2025.0,Florería Central,Rosas,39.0,17.03,664.17,29.53,1151.67,487.5,0
2024-10-18,2024.0,Florería Central,Tulipanes,33.0,25.24,832.92,41.67,1375.11,542.19,1
2024-10-09,2024.0,Portal de las Flores,Girasoles,13.0,14.28,185.64,22.16,288.08,102.44,1
2024-03-09,2024.0,EcoFlores Norte,Tulipanes,20.0,24.19,483.8,41.23,824.6,340.8,1
2025-10-21,2025.0,Florería Central,Orquídeas,49.0,42.52,2083.48,62.55,3064.95,981.47,2
2024-01-11,2024.0,Florería Central,Orquídeas,34.0,46.04,1565.36,74.76,2541.84,976.48,2
2024-09-10,2024.0,Portal de las Flores,Girasoles,38.0,13.41,509.58,17.98,683.24,173.66,1
2025-07-03,2025.0,Portal de las Flores,Rosas,23.0,20.43,469.89,30.73,706.79,236.9,0
2024-05-13,2024.0,EcoFlores Norte,Lirios,10.0,16.6,166.0,22.36,223.6,57.6,1
2025-12-12,2025.0,EcoFlores Norte,Rosas,14.0,16.33,228.62,24.99,349.86,121.24,0
2024-01-23,2024.0,Portal de las Flores,Orquídeas,24.0,47.04,1128.96,80.54,1932.96,804.0,2
2024-12-11,2024.0,EcoFlores Norte,Lirios,11.0,18.88,207.68,28.45,312.95,105.27,1
2024-10-28,2024.0,EcoFlores Norte,Girasoles,15.0,14.29,214.35,25.16,377.4,163.05,1
2024-12-28,2024.0,EcoFlores Norte,Tulipanes,18.0,27.28,491.04,48.01,864.18,373.14,1
2025-01-30,2025.0,Florería Central,Orquídeas,34.0,41.49,1410.66,63.68,2165.12,754.46,2
2024-08-05,2024.0,Florería Central,Tulipanes,29.0,26.17,758.93,42.29,1226.41,467.48,1
2024-05-20,2024.0,EcoFlores Norte,Tulipanes,20.0,22.84,456.8,40.38,807.6,350.8,1
2025-09-07,2025.0,EcoFlores Norte,Orquídeas,22.0,45.35,997.7,75.24,1655.28,657.58,2
2024-07-28,2024.0,Florería Central,Orquídeas,40.0,38.63,1545.2,54.98,2199.2,654.0,2
2025-09-14,2025.0,Jardín Express,Girasoles,15.0,14.04,210.6,25.21,378.15,167.55,0
2025-09-07,2025.0,Jardín Express,Rosas,5.0,17.53,87.65,29.36,146.8,59.15,0
2025-11-13,2025.0,Portal de las Flores,Rosas,20.0,20.65,413.0,29.71,594.2,181.2,0
2025-04-04,2025.0,Portal de las Flores,Girasoles,16.0,15.5,248.0,25.45,407.2,159.2,1
2024-12-21,2024.0,Jardín Express,Girasoles,2.0,14.35,28.7,25.54,51.08,22.38,0
2024-11-19,2024.0,EcoFlores Norte,Lirios,11.0,17.06,187.66,30.2,332.2,144.54,1
2024-05-12,2024.0,Portal de las Flores,Orquídeas,13.0,41.02,533.26,57.21,743.73,210.47,2
2024-05-06,2024.0,Jardín Express,Rosas,2.0,20.24,40.48,34.02,68.04,27.56,0
2024-04-15,2024.0,EcoFlores Norte,Tulipanes,11.0,26.79,294.69,36.67,403.37,108.68,1
2025-08-26,2025.0,Portal de las Flores,Rosas,15.0,18.49,277.35,30.71,460.65,183.3,0
2025-01-12,2025.0,Jardín Express,Rosas,10.0,17.95,179.5,24.01,240.1,60.6,0
2024-02-20,2024.0,Portal de las Flores,Girasoles,13.0,15.91,206.83,27.64,359.32,152.49,1
2024-01-29,2024.0,Portal de las Flores,Girasoles,29.0,14.66,425.14,20.51,594.79,169.65,1
2025-04-06,2025.0,Florería Central,Orquídeas,34.0,39.11,1329.74,61.63,2095.42,765.68,2
2024-10-22,2024.0,Portal de las Flores,Tulipanes,23.0,27.58,634.34,41.79,961.17,326.83,1
2024-10-23,2024.0,Portal de las Flores,Rosas,14.0,19.0,266.0,34.03,476.42,210.42,0
2025-12-26,2025.0,EcoFlores Norte,Orquídeas,21.0,51.06,1072.26,73.22,1537.62,465.36,2
2025-02-10,2025.0,EcoFlores Norte,Lirios,16.0,15.78,252.48,27.98,447.68,195.2,1
2025-09-04,2025.0,Jardín Express,Girasoles,10.0,15.36,153.6,24.94,249.4,95.8,0
2025-02-08,2025.0,Jardín Express,Girasoles,11.0,14.51,159.61,22.78,250.58,90.97,0
2024-12-11,2024.0,EcoFlores Norte,Rosas,21.0,18.5,388.5,28.51,598.71,210.21,0
2025-09-13,2025.0,Jardín Express,Tulipanes,7.0,26.42,184.94,36.51,255.57,70.63,1
2025-02-23,2025.0,Florería Central,Orquídeas,20.0,42.29,845.8,63.66,1273.2,427.4,2
2024-06-30,2024.0,Florería Central,Girasoles,42.0,13.63,572.46,18.71,785.82,213.36,1
2024-01-01,2024.0,Portal de las Flores,Rosas,19.0,20.5,389.5,32.88,624.72,235.22,0
2025-07-20,2025.0,Jardín Express,Tulipanes,9.0,26.99,242.91,46.62,419.58,176.67,1
2025-01-05,2025.0,Portal de las Flores,Lirios,24.0,14.72,353.28,24.9,597.6,244.32,1
2025-10-22,2025.0,EcoFlores Norte,Rosas,24.0,16.43,394.32,25.77,618.48,224.16,0
2025-03-06,2025.0,Portal de las Flores,Orquídeas,24.0,41.11,986.64,69.73,1673.52,686.88,2
2024-11-04,2024.0,EcoFlores Norte,Orquídeas,19.0,48.18,915.42,64.56,1226.64,311.22,2
2024-05-16,2024.0,EcoFlores Norte,Lirios,20.0,17.28,345.6,30.25,605.0,259.4,1
2024-07-20,2024.0,EcoFlores Norte,Tulipanes,17.0,20.84,354.28,34.54,587.18,232.9,1
2025-03-11,2025.0,EcoFlores Norte,Rosas,23.0,19.65,451.95,35.05,806.15,354.2,0
2024-11-08,2024.0,EcoFlores Norte,Tulipanes,12.0,25.75,309.0,43.13,517.56,208.56,1
2024-04-26,2024.0,Florería Central,Orquídeas,41.0,46.16,1892.56,60.2,2468.2,575.64,2
2025-10-27,2025.0,Portal de las Flores,Rosas,14.0,15.59,218.26,26.15,366.1,147.84,0
2025-07-28,2025.0,Florería Central,Orquídeas,46.0,46.26,2127.96,74.2,3413.2,1285.24,2
2024-08-31,2024.0,Portal de las Flores,Lirios,22.0,15.05,331.1,24.5,539.0,207.9,1
2025-06-20,2025.0,Jardín Express,Tulipanes,6.0,24.45,146.7,31.86,191.16,44.46,1
2025-08-24,2025.0,Portal de las Flores,Orquídeas,21.0,49.4,1037.4,65.7,1379.7,342.3,2
2024-03-15,2024.0,Florería Central,Girasoles,35.0,14.29,500.15,24.88,870.8,370.65,1
2025-01-20,2025.0,Florería Central,Lirios,35.0,16.68,583.8,24.52,858.2,274.4,1
2024-07-28,2024.0,Florería Central,Rosas,43.0,16.33,702.19,27.68,1190.24,488.05,0
2025-04-19,2025.0,EcoFlores Norte,Rosas,22.0,17.91,394.02,26.78,589.16,195.14,0
2025-02-21,2025.0,Jardín Express,Rosas,12.0,16.66,199.92,29.33,351.96,152.04,0
2024-12-12,2024.0,Florería Central,Orquídeas,40.0,41.12,1644.8,64.15,2566.0,921.2,2
2025-06-12,2025.0,Portal de las Flores,Tulipanes,20.0,22.26,445.2,38.05,761.0,315.8,1
2025-10-01,2025.0,EcoFlores Norte,Lirios,21.0,18.35,385.35,26.13,548.73,163.38,1
2024-06-27,2024.0,Portal de las Flores,Rosas,17.0,15.85,269.45,26.38,448.46,179.01,0
2024-06-30,2024.0,EcoFlores Norte,Girasoles,11.0,13.18,144.98,20.59,226.49,81.51,1
2025-10-25,2025.0,Portal de las Flores,Girasoles,17.0,14.17,240.89,24.22,411.74,170.85,1
2024-01-25,2024.0,EcoFlores Norte,Tulipanes,16.0,25.75,412.0,39.12,625.92,213.92,1
2024-06-28,2024.0,EcoFlores Norte,Rosas,15.0,18.9,283.5,29.53,442.95,159.45,0
2025-12-10,2025.0,Portal de las Flores,Rosas,21.0,15.76,330.96,24.03,504.63,173.67,0
2025-05-15,2025.0,Portal de las Flores,Girasoles,25.0,14.43,360.75,23.79,594.75,234.0,1
2024-06-09,2024.0,EcoFlores Norte,Tulipanes,22.0,26.85,590.7,44.11,970.42,379.72,1
2024-06-25,2024.0,Portal de las Flores,Tulipanes,18.0,21.04,378.72,36.45,656.1,277.38,1
2024-10-11,2024.0,EcoFlores Norte,Tulipanes,27.0,24.15,652.05,33.2,896.4,244.35,1
2024-03-03,2024.0,Portal de las Flores,Tulipanes,10.0,25.65,256.5,40.52,405.2,148.7,1
2025-10-23,2025.0,EcoFlores Norte,Tulipanes,24.0,26.83,643.92,45.03,1080.72,436.8,1
2025-10-27,2025.0,Jardín Express,Lirios,5.0,16.46,82.3,27.92,139.6,57.3,1
2024-06-04,2024.0,Portal de las Flores,Rosas,25.0,15.52,388.0,26.62,665.5,277.5,0
2025-04-13,2025.0,Jardín Express,Girasoles,9.0,14.56,131.04,20.77,186.93,55.89,0
2024-02-18,2024.0,Portal de las Flores,Tulipanes,32.0,22.08,706.56,38.25,1224.0,517.44,1
2024-03-24,2024.0,Jardín Express,Girasoles,9.0,14.12,127.08,21.19,190.71,63.63,0
2024-12-26,2024.0,Portal de las Flores,Orquídeas,13.0,49.04,637.52,83.44,1084.72,447.2,2
2025-11-19,2025.0,EcoFlores Norte,Orquídeas,21.0,49.09,1030.89,77.61,1629.81,598.92,2
2024-05-27,2024.0,EcoFlores Norte,Lirios,24.0,16.4,393.6,23.82,571.68,178.08,1
2025-09-21,2025.0,EcoFlores Norte,Lirios,10.0,16.38,163.8,23.77,237.7,73.9,1
2024-12-07,2024.0,Portal de las Flores,Rosas,16.0,16.62,265.92,23.5,376.0,110.08,0
2025-04-20,2025.0,Florería Central,Rosas,41.0,16.55,678.55,27.38,1122.58,444.03,0
2024-03-03,2024.0,EcoFlores Norte,Rosas,12.0,17.83,213.96,28.45,341.4,127.44,0
2025-12-01,2025.0,Jardín Express,Rosas,10.0,19.77,197.7,29.93,299.3,101.6,0
2024-12-25,2024.0,Florería Central,Orquídeas,44.0,44.65,1964.6,58.14,2558.16,593.56,2
2025-07-14,2025.0,Jardín Express,Lirios,8.0,16.21,129.68,22.38,179.04,49.36,1
2024-11-22,2024.0,EcoFlores Norte,Lirios,12.0,18.35,220.2,31.1,373.2,153.0,1
2024-05-20,2024.0,Jardín Express,Girasoles,7.0,13.9,97.3,24.98,174.86,77.56,0
2024-08-02,2024.0,Florería Central,Orquídeas,30.0,45.25,1357.5,72.11,2163.3,805.8,2
2025-03-10,2025.0,EcoFlores Norte,Rosas,19.0,17.73,336.87,30.47,578.93,242.06,0
2025-12-23,2025.0,Jardín Express,Orquídeas,5.0,46.33,231.65,74.17,370.85,139.2,2
2024-11-13,2024.0,Florería Central,Tulipanes,34.0,26.11,887.74,45.77,1556.18,668.44,1
2024-02-01,2024.0,Portal de las Flores,Orquídeas,22.0,42.68,938.96,57.89,1273.58,334.62,2
2025-10-31,2025.0,EcoFlores Norte,Lirios,16.0,14.7,235.2,23.55,376.8,141.6,1
2024-10-11,2024.0,Jardín Express,Rosas,7.0,20.64,144.48,27.4,191.8,47.32,0
2024-10-31,2024.0,Portal de las Flores,Rosas,30.0,17.9,537.0,27.77,833.1,296.1,0
2025-03-04,2025.0,EcoFlores Norte,Tulipanes,24.0,27.18,652.32,47.05,1129.2,476.88,1
2025-04-21,2025.0,Florería Central,Orquídeas,31.0,49.4,1531.4,71.72,2223.32,691.92,2
2024-10-12,2024.0,Florería Central,Rosas,26.0,16.68,433.68,30.01,780.26,346.58,0
2024-05-23,2024.0,Florería Central,Rosas,41.0,18.14,743.74,24.1,988.1,244.36,0
2025-02-27,2025.0,Jardín Express,Girasoles,9.0,15.21,136.89,25.99,233.91,97.02,0
2024-01-19,2024.0,Florería Central,Orquídeas,17.0,42.76,726.92,62.35,1059.95,333.03,2
2025-08-12,2025.0,Florería Central,Tulipanes,31.0,27.11,840.41,46.89,1453.59,613.18,1
2025-01-05,2025.0,Florería Central,Orquídeas,41.0,41.41,1697.81,55.07,2257.87,560.06,2
2024-06-23,2024.0,EcoFlores Norte,Tulipanes,22.0,25.27,555.94,37.97,835.34,279.4,1
2024-07-12,2024.0,EcoFlores Norte,Lirios,10.0,19.22,192.2,28.48,284.8,92.6,1
2025-05-16,2025.0,Jardín Express,Rosas,4.0,18.64,74.56,25.72,102.88,28.32,0
2024-04-22,2024.0,EcoFlores Norte,Girasoles,25.0,15.03,375.75,23.41,585.25,209.5,1
2024-04-23,2024.0,Portal de las Flores,Girasoles,23.0,15.42,354.66,22.44,516.12,161.46,1
2024-08-09,2024.0,Florería Central,Orquídeas,43.0,41.97,1804.71,73.65,3166.95,1362.24,2
2025-10-05,2025.0,Jardín Express,Rosas,2.0,17.42,34.84,24.21,48.42,13.58,0
2024-09-20,2024.0,EcoFlores Norte,Rosas,19.0,16.73,317.87,25.33,481.27,163.4,0
2024-02-24,2024.0,Jardín Express,Girasoles,10.0,13.73,137.3,19.17,191.7,54.4,0
2025-10-04,2025.0,EcoFlores Norte,Tulipanes,15.0,25.47,382.05,33.49,502.35,120.3,1
2025-04-02,2025.0,Florería Central,Tulipanes,31.0,27.19,842.89,48.01,1488.31,645.42,1
2024-06-10,2024.0,Portal de las Flores,Orquídeas,8.0,43.09,344.72,59.24,473.92,129.2,2
2025-01-14,2025.0,Portal de las Flores,Girasoles,25.0,15.81,395.25,23.59,589.75,194.5,1
2024-03-27,2024.0,Portal de las Flores,Rosas,19.0,20.14,382.66,34.31,651.89,269.23,0
2024-02-24,2024.0,Portal de las Flores,Tulipanes,15.0,22.05,330.75,30.87,463.05,132.3,1
2025-04-20,2025.0,EcoFlores Norte,Girasoles,9.0,15.1,135.9,25.41,228.69,92.79,1
2024-06-26,2024.0,Portal de las Flores,Rosas,25.0,17.34,433.5,30.37,759.25,325.75,0
2025-01-25,2025.0,EcoFlores Norte,Lirios,14.0,15.47,216.58,21.78,304.92,88.34,1
2024-12-14,2024.0,Jardín Express,Rosas,10.0,18.17,181.7,24.52,245.2,63.5,0
2024-01-08,2024.0,Portal de las Flores,Orquídeas,26.0,49.94,1298.44,69.22,1799.72,501.28,2
2024-11-08,2024.0,EcoFlores Norte,Girasoles,15.0,13.59,203.85,22.08,331.2,127.35,1
2025-03-18,2025.0,Florería Central,Orquídeas,35.0,49.89,1746.15,81.17,2840.95,1094.8,2
2024-11-23,2024.0,Jardín Express,Tulipanes,2.0,25.92,51.84,40.15,80.3,28.46,1
2024-02-23,2024.0,Portal de las Flores,Lirios,18.0,18.59,334.62,32.23,580.14,245.52,1
2024-08-26,2024.0,Florería Central,Rosas,33.0,20.06,661.98,27.55,909.15,247.17,0
2024-08-16,2024.0,Portal de las Flores,Girasoles,17.0,15.99,271.83,27.11,460.87,189.04,1
2024-02-20,2024.0,EcoFlores Norte,Tulipanes,17.0,22.51,382.67,33.48,569.16,186.49,1
2025-08-31,2025.0,Florería Central,Orquídeas,39.0,46.92,1829.88,67.99,2651.61,821.73,2
2025-08-26,2025.0,Portal de las Flores,Rosas,19.0,19.89,377.91,29.98,569.62,191.71,0
2024-09-20,2024.0,Jardín Express,Rosas,6.0,17.53,105.18,27.58,165.48,60.3,0
2025-02-21,2025.0,Jardín Express,Rosas,8.0,17.35,138.8,25.62,204.96,66.16,0
2024-04-05,2024.0,EcoFlores Norte,Rosas,18.0,20.35,366.3,34.95,629.1,262.8,0
2024-03-28,2024.0,Portal de las Flores,Rosas,11.0,16.94,186.34,25.66,282.26,95.92,0
2024-03-18,2024.0,Florería Central,Orquídeas,42.0,49.08,2061.36,72.36,3039.12,977.76,2
2024-10-14,2024.0,Jardín Express,Rosas,6.0,20.31,121.86,32.29,193.74,71.88,0
2024-04-29,2024.0,Florería Central,Orquídeas,42.0,41.44,1740.48,67.58,2838.36,1097.88,2
2025-05-05,2025.0,Jardín Express,Girasoles,9.0,15.12,136.08,22.31,200.79,64.71,0
2025-03-27,2025.0,Florería Central,Girasoles,25.0,11.97,299.25,16.56,414.0,114.75,1
2025-05-14,2025.0,Portal de las Flores,Tulipanes,24.0,25.51,612.24,33.43,802.32,190.08,1
2024-06-13,2024.0,EcoFlores Norte,Tulipanes,16.0,25.78,412.48,40.61,649.76,237.28,1
2024-06-30,2024.0,Florería Central,Girasoles,29.0,15.51,449.79,25.6,742.4,292.61,1
2025-04-13,2025.0,Jardín Express,Tulipanes,4.0,25.2,100.8,36.34,145.36,44.56,1
2024-01-07,2024.0,EcoFlores Norte,Girasoles,16.0,13.81,220.96,23.91,382.56,161.6,1
2024-11-25,2024.0,Portal de las Flores,Tulipanes,17.0,24.65,419.05,38.28,650.76,231.71,1
2025-11-03,2025.0,Florería Central,Tulipanes,40.0,27.12,1084.8,40.45,1618.0,533.2,1
2024-05-30,2024.0,EcoFlores Norte,Lirios,16.0,16.73,267.68,28.69,459.04,191.36,1
2024-03-25,2024.0,Florería Central,Lirios,37.0,16.92,626.04,26.15,967.55,341.51,1
2024-05-26,2024.0,Portal de las Flores,Rosas,33.0,17.48,576.84,26.75,882.75,305.91,0
2025-09-15,2025.0,Jardín Express,Girasoles,2.0,14.74,29.48,24.9,49.8,20.32,0
2025-01-15,2025.0,EcoFlores Norte,Tulipanes,12.0,22.14,265.68,39.02,468.24,202.56,1
2025-07-01,2025.0,Jardín Express,Rosas,3.0,17.64,52.92,28.43,85.29,32.37,0
2024-10-11,2024.0,Jardín Express,Rosas,7.0,16.69,116.83,25.09,175.63,58.8,0
2025-11-30,2025.0,Florería Central,Orquídeas,35.0,47.0,1645.0,61.53,2153.55,508.55,2
2024-03-22,2024.0,EcoFlores Norte,Tulipanes,17.0,25.84,439.28,39.44,670.48,231.2,1
2025-05-28,2025.0,Jardín Express,Rosas,8.0,18.5,148.0,31.78,254.24,106.24,0
2025-06-06,2025.0,Portal de las Flores,Lirios,14.0,16.57,231.98,27.51,385.14,153.16,1
2025-01-20,2025.0,Jardín Express,Rosas,5.0,19.55,97.75,28.46,142.3,44.55,0
2025-12-07,2025.0,Jardín Express,Rosas,9.0,19.04,171.36,30.2,271.8,100.44,0
2025-04-15,2025.0,Jardín Express,Girasoles,12.0,14.35,172.2,19.25,231.0,58.8,0
2024-04-28,2024.0,Florería Central,Rosas,34.0,16.8,571.2,24.57,835.38,264.18,0
2025-01-30,2025.0,Jardín Express,Girasoles,8.0,14.11,112.88,23.73,189.84,76.96,0
2024-09-17,2024.0,Jardín Express,Girasoles,9.0,13.01,117.09,22.99,206.91,89.82,0
2024-09-12,2024.0,Jardín Express,Girasoles,6.0,15.64,93.84,24.29,145.74,51.9,0
2024-08-13,2024.0,Florería Central,Orquídeas,32.0,51.24,1639.68,89.42,2861.44,1221.76,2
2024-02-22,2024.0,EcoFlores Norte,Girasoles,19.0,14.04,266.76,20.49,389.31,122.55,1
2025-05-14,2025.0,Portal de las Flores,Orquídeas,26.0,39.2,1019.2,67.91,1765.66,746.46,2
2025-05-20,2025.0,Florería Central,Orquídeas,27.0,47.85,1291.95,63.45,1713.15,421.2,2
2024-12-29,2024.0,EcoFlores Norte,Rosas,13.0,20.19,262.47,34.5,448.5,186.03,0
2024-10-06,2024.0,Jardín Express,Rosas,10.0,19.35,193.5,26.09,260.9,67.4,0
2025-08-15,2025.0,Portal de las Flores,Lirios,20.0,15.64,312.8,23.53,470.6,157.8,1
2025-12-14,2025.0,Florería Central,Girasoles,23.0,13.94,320.62,21.45,493.35,172.73,1
2024-06-06,2024.0,Jardín Express,Girasoles,8.0,14.44,115.52,22.81,182.48,66.96,0
2025-09-23,2025.0,Florería Central,Orquídeas,15.0,48.48,727.2,82.65,1239.75,512.55,2
2024-02-28,2024.0,Jardín Express,Girasoles,9.0,15.82,142.38,28.06,252.54,110.16,0
2025-12-27,2025.0,EcoFlores Norte,Girasoles,15.0,15.57,233.55,20.89,313.35,79.8,1
2024-05-07,2024.0,Florería Central,Lirios,30.0,16.52,495.6,24.64,739.2,243.6,1
2025-12-21,2025.0,Portal de las Flores,Tulipanes,15.0,21.63,324.45,31.01,465.15,140.7,1
2024-04-24,2024.0,EcoFlores Norte,Lirios,16.0,15.0,240.0,20.26,324.16,84.16,1
2024-07-27,2024.0,Jardín Express,Orquídeas,8.0,51.02,408.16,72.57,580.56,172.4,2
2025-06-09,2025.0,Jardín Express,Girasoles,8.0,14.29,114.32,21.03,168.24,53.92,0
2025-06-04,2025.0,Jardín Express,Rosas,11.0,17.69,194.59,23.4,257.4,62.81,0
2025-07-05,2025.0,Florería Central,Orquídeas,27.0,47.64,1286.28,65.85,1777.95,491.67,2
2024-08-24,2024.0,Florería Central,Orquídeas,32.0,49.31,1577.92,86.43,2765.76,1187.84,2
2024-10-07,2024.0,Jardín Express,Girasoles,10.0,12.14,121.4,18.7,187.0,65.6,0
2024-12-24,2024.0,Jardín Express,Rosas,9.0,19.69,177.21,34.0,306.0,128.79,0
2024-07-19,2024.0,Florería Central,Orquídeas,36.0,43.58,1568.88,62.19,2238.84,669.96,2
2024-10-04,2024.0,EcoFlores Norte,Rosas,21.0,19.19,402.99,29.21,613.41,210.42,0
2024-08-22,2024.0,Jardín Express,Rosas,6.0,17.06,102.36,28.53,171.18,68.82,0
2025-05-08,2025.0,Florería Central,Tulipanes,44.0,23.18,1019.92,35.75,1573.0,553.08,1
2024-01-04,2024.0,Jardín Express,Girasoles,8.0,13.71,109.68,23.06,184.48,74.8,0
2025-10-27,2025.0,Florería Central,Orquídeas,30.0,45.95,1378.5,60.97,1829.1,450.6,2
2024-01-29,2024.0,Florería Central,Lirios,35.0,18.75,656.25,31.15,1090.25,434.0,1
2024-04-18,2024.0,EcoFlores Norte,Tulipanes,18.0,24.63,443.34,43.05,774.9,331.56,1
2025-09-01,2025.0,Jardín Express,Tulipanes,6.0,23.02,138.12,37.29,223.74,85.62,1
2025-12-27,2025.0,EcoFlores Norte,Girasoles,13.0,14.71,191.23,19.65,255.45,64.22,1
2024-03-15,2024.0,Portal de las Flores,Girasoles,11.0,14.9,163.9,22.95,252.45,88.55,1
2024-05-25,2024.0,Florería Central,Rosas,35.0,16.94,592.9,25.09,878.15,285.25,0
2024-05-07,2024.0,Portal de las Flores,Lirios,23.0,19.41,446.43,31.12,715.76,269.33,1
2024-02-11,2024.0,Portal de las Flores,Rosas,24.0,16.56,397.44,26.56,637.44,240.0,0
2024-12-21,2024.0,EcoFlores Norte,Lirios,16.0,14.8,236.8,20.67,330.72,93.92,1
2024-02-10,2024.0,Portal de las Flores,Lirios,15.0,17.37,260.55,24.45,366.75,106.2,1
2024-02-03,2024.0,Florería Central,Tulipanes,39.0,20.8,811.2,27.88,1087.32,276.12,1
2024-01-17,2024.0,Florería Central,Tulipanes,38.0,27.2,1033.6,40.75,1548.5,514.9,1
2025-11-07,2025.0,Portal de las Flores,Rosas,32.0,18.07,578.24,25.91,829.12,250.88,0
2024-06-01,2024.0,Florería Central,Orquídeas,43.0,45.77,1968.11,74.28,3194.04,1225.93,2
2025-01-12,2025.0,Jardín Express,Tulipanes,10.0,24.32,243.2,33.66,336.6,93.4,1
2025-08-10,2025.0,EcoFlores Norte,Orquídeas,20.0,47.78,955.6,67.71,1354.2,398.6,2
2025-08-21,2025.0,EcoFlores Norte,Tulipanes,13.0,24.29,315.77,41.9,544.7,228.93,1
2025-09-20,2025.0,Florería Central,Orquídeas,36.0,45.2,1627.2,61.15,2201.4,574.2,2
2024-12-07,2024.0,Jardín Express,Girasoles,7.0,14.56,101.92,19.65,137.55,35.63,0
2024-01-27,2024.0,Portal de las Flores,Lirios,5.0,17.45,87.25,23.46,117.3,30.05,1
2024-10-13,2024.0,Florería Central,Orquídeas,40.0,48.75,1950.0,83.88,3355.2,1405.2,2
2025-10-07,2025.0,Portal de las Flores,Tulipanes,11.0,26.84,295.24,35.22,387.42,92.18,1
2025-09-01,2025.0,Portal de las Flores,Orquídeas,24.0,39.99,959.76,52.35,1256.4,296.64,2
2024-09-24,2024.0,Jardín Express,Rosas,9.0,15.65,140.85,25.75,231.75,90.9,0
2025-03-30,2025.0,Jardín Express,Tulipanes,15.0,24.09,361.35,37.29,559.35,198.0,1
2025-11-15,2025.0,EcoFlores Norte,Rosas,18.0,18.52,333.36,28.0,504.0,170.64,0
2025-02-04,2025.0,Jardín Express,Rosas,2.0,19.01,38.02,32.92,65.84,27.82,0
2025-04-20,2025.0,Jardín Express,Rosas,8.0,15.76,126.08,26.12,208.96,82.88,0
2025-12-02,2025.0,EcoFlores Norte,Tulipanes,20.0,21.47,429.4,33.86,677.2,247.8,1
2025-09-25,2025.0,Jardín Express,Rosas,4.0,16.97,67.88,27.69,110.76,42.88,0
2025-07-11,2025.0,EcoFlores Norte,Lirios,15.0,16.65,249.75,28.45,426.75,177.0,1
2025-07-29,2025.0,Florería Central,Orquídeas,30.0,41.09,1232.7,58.09,1742.7,510.0,2
2024-05-09,2024.0,Florería Central,Rosas,35.0,17.73,620.55,29.73,1040.55,420.0,0
2024-12-28,2024.0,Florería Central,Girasoles,36.0,14.87,535.32,23.48,845.28,309.96,1
2025-12-05,2025.0,Jardín Express,Rosas,6.0,20.12,120.72,30.77,184.62,63.9,0
2025-11-23,2025.0,Portal de las Flores,Girasoles,22.0,15.56,342.32,28.0,616.0,273.68,1
2024-10-18,2024.0,EcoFlores Norte,Lirios,17.0,19.53,332.01,33.65,572.05,240.04,1
2025-01-05,2025.0,Florería Central,Lirios,36.0,16.33,587.88,24.28,874.08,286.2,1
2024-01-29,2024.0,Florería Central,Orquídeas,37.0,47.68,1764.16,68.93,2550.41,786.25,2
2024-05-28,2024.0,Florería Central,Rosas,37.0,20.0,740.0,31.13,1151.81,411.81,0
2024-10-22,2024.0,Portal de las Flores,Rosas,32.0,15.37,491.84,26.68,853.76,361.92,0
2024-01-11,2024.0,Jardín Express,Rosas,7.0,15.59,109.13,25.92,181.44,72.31,0
2025-05-26,2025.0,Jardín Express,Tulipanes,13.0,23.43,304.59,41.72,542.36,237.77,1
2025-11-06,2025.0,Jardín Express,Girasoles,5.0,15.82,79.1,27.36,136.8,57.7,0
2024-04-22,2024.0,Florería Central,Girasoles,43.0,12.23,525.89,16.34,702.62,176.73,1
2024-07-05,2024.0,Florería Central,Orquídeas,36.0,51.11,1839.96,76.79,2764.44,924.48,2
2024-08-14,2024.0,EcoFlores Norte,Lirios,21.0,16.57,347.97,24.25,509.25,161.28,1
2024-11-05,2024.0,Portal de las Flores,Rosas,20.0,20.32,406.4,34.92,698.4,292.0,0
2024-04-07,2024.0,Florería Central,Orquídeas,18.0,45.67,822.06,76.46,1376.28,554.22,2
2024-02-24,2024.0,Florería Central,Rosas,33.0,17.29,570.57,26.85,886.05,315.48,0
2025-09-14,2025.0,Jardín Express,Lirios,5.0,18.76,93.8,28.4,142.0,48.2,1
